"","Item.Code","X.x","Conversion.Ratio","X.y","Date","Month.Year","Warehouse.Code","Customer.Code","Order.Number","Order.Line.Number","Units","Euros","TotalValue"
"3105","896049-49",13929,0.0163,1206840,"28/5/2021","May-21",3403434,"5029913-13",21034769,30,150,513.9,77085
"3106","896049-49",13929,0.0163,1893784,"4/8/2021","Aug-21",3403434,"5029913-13",21040143,37,260,890.76,231597.6
"3107","896049-49",13929,0.0163,25416,"8/1/2021","Jan-21",3403434,"5003451-51",21000061,32,20,59.31,1186.2
"3108","896049-49",13929,0.0163,22961,"8/1/2021","Jan-21",3403434,"5029913-13",20258208,19,300,1115.46,334638
"3109","896049-49",13929,0.0163,1165082,"25/5/2021","May-21",3403434,"9066250-50",21022057,16,360,1233.36,444009.6
"3110","896049-49",13929,0.0163,570413,"11/3/2021","Mar-21",3403434,"5003451-51",21013968,22,10,29.3,293
"3111","896049-49",13929,0.0163,1144301,"21/5/2021","May-21",3403434,"5029913-13",21033917,15,150,513.9,77085
"3112","896049-49",13929,0.0163,1893786,"4/8/2021","Aug-21",3403434,"5029913-13",21040143,37,180,616.68,111002.4
"3113","896996-96",13628,0.09824,53568,"12/1/2021","Jan-21",3403434,"5340672-72",20203348,3,1750,1890,3307500
"3114","896996-96",13628,0.09824,537087,"8/3/2021","Mar-21",3403434,"5340669-69",21000840,1,3500,3780,13230000
"3115","896996-96",13628,0.09824,623124,"17/3/2021","Mar-21",3403434,"5340672-72",21000803,3,5250,5670,29767500
"3116","896996-96",13628,0.09824,131440,"20/1/2021","Jan-21",3403434,"5340669-69",21000019,2,5250,5670,29767500
"3117","896996-96",13628,0.09824,288558,"5/2/2021","Jan-21",3403434,"5340672-72",21000113,3,3500,3780,13230000
"3118","896996-96",13628,0.09824,28148,"8/1/2021","Jan-21",3403434,"5340672-72",20203395,3,5250,5670,29767500
"3119","896996-96",13628,0.09824,410492,"19/2/2021","Feb-21",3403434,"5340672-72",21000225,3,3500,3780,13230000
"3120","896996-96",13628,0.09824,288555,"5/2/2021","Jan-21",3403434,"5340672-72",21000067,3,8750,9450,82687500
"3121","896996-96",13628,0.09824,28145,"8/1/2021","Jan-21",3403434,"5340672-72",20203327,3,3500,3780,13230000
"3122","896996-96",13628,0.09824,681997,"24/3/2021","Mar-21",3403434,"5340672-72",21000922,3,5250,5670,29767500
"3123","896996-96",13628,0.09824,859134,"16/4/2021","Apr-21",3403434,"5340672-72",21001115,3,3500,3780,13230000
"3124","896996-96",13628,0.09824,548456,"9/3/2021","Mar-21",3403434,"5340672-72",21000812,2,3500,3780,13230000
"3125","896996-96",13628,0.09824,548453,"9/3/2021","Mar-21",3403434,"5340672-72",21000546,3,1750,1890,3307500
"3126","8969961-61",13643,0.09824,1926954,"6/8/2021","Aug-21",3403434,"5340672-72",21002752,2,14000,15120,211680000
"3127","8969961-61",13643,0.09824,1433340,"18/6/2021","Jun-21",3403434,"5340672-72",21002150,2,1750,1890,3307500
"3128","8969961-61",13643,0.09824,1197133,"27/5/2021","May-21",3403434,"5340672-72",21001837,2,3500,3780,13230000
"3129","8969961-61",13643,0.09824,1967648,"11/8/2021","Aug-21",3403434,"5340672-72",21003491,3,7000,7560,52920000
"3130","8969961-61",13643,0.09824,1599263,"6/7/2021","Jul-21",3403434,"5340672-72",21002434,2,5250,5670,29767500
"3131","8969961-61",13643,0.09824,1123079,"19/5/2021","May-21",3403434,"5340672-72",21001780,3,5250,5670,29767500
"3132","8969961-61",13643,0.09824,1909449,"5/8/2021","Aug-21",3403434,"5340669-69",21002759,2,1750,1890,3307500
"3133","8969961-61",13643,0.09824,2127018,"30/8/2021","Aug-21",3403434,"5340672-72",21003737,1,12250,13230,162067500
"3134","8969961-61",13643,0.09824,1804643,"26/7/2021","Jul-21",3403434,"5340672-72",21002633,3,12250,13230,162067500
"3135","8969961-61",13643,0.09824,1336727,"10/6/2021","Jun-21",3403434,"5340672-72",21002028,4,3500,3780,13230000
"3136","8969961-61",13643,0.09824,1449314,"21/6/2021","Jun-21",3403434,"5340672-72",21002241,1,7000,7560,52920000
"3137","8969961-61",13643,0.09824,2208874,"7/9/2021","Sep-21",3403434,"5340672-72",21003788,1,10500,11340,119070000
"3138","8969961-61",13643,0.09824,1943561,"9/8/2021","Aug-21",3403434,"5340669-69",21002921,1,1750,1890,3307500
"3139","8969961-61",13643,0.09824,1499589,"25/6/2021","Jun-21",3403434,"5340672-72",21002368,3,7000,7560,52920000
"3140","8969961-61",13643,0.09824,1236693,"1/6/2021","May-21",3403434,"5340672-72",21001913,2,3500,3780,13230000
"3141","8969961-61",13643,0.09824,1654385,"12/7/2021","Jul-21",3403434,"5340672-72",21002518,3,3500,3780,13230000
"3142","8969961-61",13643,0.09824,1734016,"19/7/2021","Jul-21",3403434,"5340669-69",21002631,2,8750,9450,82687500
"3143","8969961-61",13643,0.09824,1926958,"6/8/2021","Aug-21",3403434,"5340672-72",21002917,3,12250,13230,162067500
"3144","897001-01",10534,0.04304,14492,"7/1/2021","Jan-21",3403434,"5397843-43",20258239,8,125,228,28500
"3145","897001-01",10534,0.04304,812370,"12/4/2021","Apr-21",3403434,"5003451-51",21024117,33,50,63.77,3188.5
"3146","897001-01",10534,0.04304,39911,"11/1/2021","Jan-21",3403434,"5293132-32",21000301,28,25,32.28,807
"3147","897001-01",10534,0.04304,208593,"28/1/2021","Jan-21",3403434,"5003451-51",21004566,31,25,32.28,807
"3148","897001-01",10534,0.04304,512166,"4/3/2021","Feb-21",3403434,"5003451-51",21011938,12,25,32.28,807
"3149","897001-01",10534,0.04304,115955,"19/1/2021","Jan-21",3403434,"5397843-43",21002928,12,50,93.34,4667
"3150","897001-01",10534,0.04304,2669992,"28/10/2021","Oct-21",3403434,"5397843-43",21089497,78,125,233.34,29167.5
"3151","897001-01",10534,0.04304,1431233,"18/6/2021","Jun-21",3403434,"5397843-43",21038686,19,100,186.67,18667
"3152","897001-01",10534,0.04304,856923,"16/4/2021","Apr-21",3403434,"5397843-43",21025285,14,375,651,244125
"3153","897001-01",10534,0.04304,25417,"8/1/2021","Jan-21",3403434,"5003451-51",21000061,33,25,32.28,807
"3154","897001-01",10534,0.04304,792873,"8/4/2021","Apr-21",3403434,"5397843-43",21023760,14,125,233.34,29167.5
"3155","897690-90",13406,1.01,993716,"4/5/2021","Apr-21",3403434,"9001746-46",21030148,7,2,22.35,44.7
"3156","897785-85",5809,0.019,207996,"28/1/2021","Jan-21",3403434,"5029913-13",21004423,19,560,676.37,378767.2
"3157","897785-85",5809,0.019,397911,"18/2/2021","Feb-21",3403434,"5029913-13",21009087,19,560,676.37,378767.2
"3158","897785-85",5809,0.019,953162,"28/4/2021","Apr-21",3403434,"5029913-13",21028448,11,560,708.23,396608.8
"3159","897785-85",5809,0.019,2409245,"29/9/2021","Sep-21",3403434,"5029913-13",21084150,5,560,708.23,396608.8
"3160","897785-85",5809,0.019,259864,"3/2/2021","Jan-21",3403434,"5029913-13",21005182,10,480,579.74,278275.2
"3161","897785-85",5809,0.019,102388,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,19,40,38.54,1541.6
"3162","897785-85",5809,0.019,363025,"15/2/2021","Feb-21",3403434,"5003451-51",21007784,8,20,19.27,385.4
"3163","897785-85",5809,0.019,1893765,"4/8/2021","Aug-21",3403434,"5029913-13",21040143,21,1680,2124.7,3569496
"3164","897785-85",5809,0.019,679408,"24/3/2021","Mar-21",3403434,"5029913-13",21018049,11,560,708.23,396608.8
"3165","897785-85",5809,0.019,801506,"9/4/2021","Apr-21",3403434,"5029913-13",21023570,12,560,708.23,396608.8
"3166","897785-85",5809,0.019,618686,"17/3/2021","Mar-21",3403434,"5002915-15",21016274,2,20,19.47,389.4
"3167","897785-85",5809,0.019,1257685,"3/6/2021","May-21",3403434,"5029913-13",21036186,4,560,708.23,396608.8
"3168","897785-85",5809,0.019,2259727,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,24,20,18.5,370
"3169","897785-85",5809,0.019,114369,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,2,20,19.27,385.4
"3170","897785-85",5809,0.019,1577905,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,29,40,38.94,1557.6
"3171","897785-85",5809,0.019,2421995,"30/9/2021","Sep-21",3403434,"5003474-74",21083937,17,20,19.47,389.4
"3172","897785-85",5809,0.019,2533091,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,65,20,19.47,389.4
"3173","897785-85",5809,0.019,259865,"3/2/2021","Jan-21",3403434,"5029913-13",21005182,10,80,96.62,7729.6
"3174","897785-85",5809,0.019,546729,"9/3/2021","Mar-21",3403434,"5029913-13",21012651,15,560,708.23,396608.8
"3175","897785-85",5809,0.019,1484935,"24/6/2021","Jun-21",3403434,"5029913-13",21039691,10,560,708.23,396608.8
"3176","897785-85",5809,0.019,62086,"13/1/2021","Jan-21",3403434,"5029913-13",21000584,15,560,676.37,378767.2
"3177","897785-85",5809,0.019,441982,"24/2/2021","Feb-21",3403434,"5029913-13",21010299,15,560,676.37,378767.2
"3178","897785-85",5809,0.019,2534252,"13/10/2021","Oct-21",3403434,"5003451-51",21086094,19,60,58.41,3504.6
"3179","897785-85",5809,0.019,1581189,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,27,20,19.47,389.4
"3180","897785-85",5809,0.019,812354,"12/4/2021","Apr-21",3403434,"5003451-51",21024117,17,40,38.94,1557.6
"3181","897785-85",5809,0.019,1206830,"28/5/2021","May-21",3403434,"5029913-13",21034769,20,560,708.23,396608.8
"3182","897785-85",5809,0.019,1729610,"19/7/2021","Jul-21",3403434,"5029913-13",21051187,4,500,632.35,316175
"3183","897785-85",5809,0.019,2284823,"15/9/2021","Sep-21",3403434,"5029913-13",21082159,9,560,708.23,396608.8
"3184","897785-85",5809,0.019,1729611,"19/7/2021","Jul-21",3403434,"5029913-13",21051187,4,60,75.88,4552.8
"3185","897785-85",5809,0.019,22950,"8/1/2021","Jan-21",3403434,"5029913-13",20258208,8,560,676.37,378767.2
"3186","897785-85",5809,0.019,1509045,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,28,20,19.47,389.4
"3187","897785-85",5809,0.019,833291,"14/4/2021","Apr-21",3403434,"5029913-13",21024753,20,560,708.23,396608.8
"3188","897785-85",5809,0.019,1025701,"7/5/2021","Apr-21",3403434,"5003451-51",21030962,14,20,19.47,389.4
"3189","897785-85",5809,0.019,1047395,"11/5/2021","May-21",3403434,"5002915-15",21031660,18,20,19.47,389.4
"3190","897785-85",5809,0.019,1610037,"7/7/2021","Jul-21",3403434,"5029913-13",21040111,25,560,708.23,396608.8
"3191","897785-85",5809,0.019,1816532,"27/7/2021","Jul-21",3403434,"5003451-51",21057087,10,40,38.94,1557.6
"3192","900338-38",9834,0.0253,444442,"24/2/2021","Feb-21",3403434,"5003451-51",21010443,51,20,22.8,456
"3193","900338-38",9834,0.0253,114389,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,22,40,45.6,1824
"3194","900338-38",9834,0.0253,2534290,"13/10/2021","Oct-21",3403434,"5003451-51",21086094,62,30,34.46,1033.8
"3195","900338-38",9834,0.0253,2458339,"5/10/2021","Oct-21",3403434,"5494889-89",21084936,63,160,238.77,38203.2
"3196","900338-38",9834,0.0253,812399,"12/4/2021","Apr-21",3403434,"5003451-51",21024117,64,30,34.46,1033.8
"3197","900338-38",9834,0.0253,1509114,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,97,10,11.49,114.9
"3198","900338-38",9834,0.0253,25456,"8/1/2021","Jan-21",3403434,"5003451-51",21000061,77,20,22.8,456
"3199","900338-38",9834,0.0253,102421,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,64,30,34.2,1026
"3200","900338-38",9834,0.0253,832570,"14/4/2021","Apr-21",3403434,"5002915-15",21024808,24,30,34.46,1033.8
"3201","900338-38",9834,0.0253,274084,"4/2/2021","Jan-21",3403434,"5003451-51",21006216,41,30,34.2,1026
"3202","900338-38",9834,0.0253,1299924,"8/6/2021","Jun-21",3403434,"5002915-15",21037066,16,20,22.97,459.4
"3203","900338-38",9834,0.0253,2533062,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,34,40,45.95,1838
"3204","900338-38",9834,0.0253,1577974,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,98,100,114.87,11487
"3205","900338-38",9834,0.0253,643618,"19/3/2021","Mar-21",3403434,"5003451-51",21016766,21,20,22.97,459.4
"3206","900338-38",9834,0.0253,208634,"28/1/2021","Jan-21",3403434,"5003451-51",21004566,75,30,34.2,1026
"3207","900338-38",9834,0.0253,570430,"11/3/2021","Mar-21",3403434,"5003451-51",21013968,40,20,22.97,459.4
"3208","900338-38",9834,0.0253,1107883,"18/5/2021","May-21",3403434,"5003451-51",21033036,41,30,34.46,1033.8
"3209","900338-38",9834,0.0253,1349447,"11/6/2021","Jun-21",3403434,"5003476-76",21037588,46,40,45.95,1838
"3210","900338-38",9834,0.0253,618735,"17/3/2021","Mar-21",3403434,"5002915-15",21016274,55,40,45.95,1838
"3211","900338-38",9834,0.0253,2259781,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,80,20,21.83,436.6
"3212","900338-38",9834,0.0253,1025745,"7/5/2021","Apr-21",3403434,"5003451-51",21030962,60,40,45.95,1838
"3213","9003561-61",5497,0.037,832569,"14/4/2021","Apr-21",3403434,"5002915-15",21024808,23,20,20.15,403
"3214","9003561-61",5497,0.037,1509118,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,101,10,9.07,90.7
"3215","9003561-61",5497,0.037,102481,"18/1/2021","Jan-21",3403434,"5003476-76",21001330,46,60,61.13,3667.8
"3216","9003561-61",5497,0.037,724983,"30/3/2021","Mar-21",3403434,"5003476-76",21020800,17,50,50.38,2519
"3217","9003561-61",5497,0.037,1299925,"8/6/2021","Jun-21",3403434,"5002915-15",21037066,17,10,10.08,100.8
"3218","9003561-61",5497,0.037,374212,"16/2/2021","Feb-21",3403434,"5002915-15",21008835,3,10,10.19,101.9
"3219","9003561-61",5497,0.037,1577978,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,102,50,45.34,2267
"3220","9003561-61",5497,0.037,547359,"9/3/2021","Mar-21",3403434,"5003474-74",21012886,5,60,60.46,3627.6
"3221","9003561-61",5497,0.037,114379,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,12,20,20.38,407.6
"3222","9003561-61",5497,0.037,724941,"30/3/2021","Mar-21",3403434,"5003474-74",21020633,18,20,20.15,403
"3223","9003562-62",5500,0.037,2523341,"12/10/2021","Oct-21",3403434,"5003476-76",21086059,35,20,20.15,403
"3224","9003562-62",5500,0.037,2125544,"30/8/2021","Aug-21",3403434,"5003474-74",21079664,16,30,27.2,816
"3225","9003562-62",5500,0.037,2533056,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,28,10,10.08,100.8
"3226","9003562-62",5500,0.037,2611092,"21/10/2021","Oct-21",3403434,"5003474-74",21088400,5,20,20.15,403
"3227","9003562-62",5500,0.037,2422040,"30/9/2021","Sep-21",3403434,"5003474-74",21083937,64,20,20.15,403
"3228","9017582-82",13305,0.014,1509086,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,69,24,10.19,244.56
"3229","9017582-82",13305,0.014,1577945,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,69,48,20.38,978.24
"3230","9017582-82",13305,0.014,1047379,"11/5/2021","May-21",3403434,"5002915-15",21031660,2,48,25.47,1222.56
"3231","9017582-82",13305,0.014,1850454,"30/7/2021","Jul-21",3403434,"115-15",21000867,10,24,0,0
"3232","9017582-82",13305,0.014,114376,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,9,24,12.95,310.8
"3233","9020801-01",5198,0.1614,2072372,"24/8/2021","Aug-21",3403434,"5002915-15",21077926,21,12,32.28,387.36
"3234","9020801-01",5198,0.1614,2523346,"12/10/2021","Oct-21",3403434,"5003476-76",21086059,41,24,71.73,1721.52
"3235","9020801-01",5198,0.1614,1047432,"11/5/2021","May-21",3403434,"5002915-15",21031660,57,12,35.86,430.32
"3236","9020801-01",5198,0.1614,2534295,"13/10/2021","Oct-21",3403434,"5003451-51",21086094,67,12,35.86,430.32
"3237","9020801-01",5198,0.1614,1299916,"8/6/2021","Jun-21",3403434,"5002915-15",21037066,8,12,35.86,430.32
"3238","9020801-01",5198,0.1614,2017175,"18/8/2021","Aug-21",3403434,"5002915-15",21076337,23,12,32.28,387.36
"3239","9020801-01",5198,0.1614,1025754,"7/5/2021","Apr-21",3403434,"5003451-51",21030962,69,12,35.86,430.32
"3240","9020801-01",5198,0.1614,102430,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,77,12,36.13,433.56
"3241","9020801-01",5198,0.1614,570437,"11/3/2021","Mar-21",3403434,"5003451-51",21013968,48,12,35.86,430.32
"3242","902126-26",5879,0.019,1581073,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,26,400,517.92,207168
"3243","902126-26",5879,0.019,397912,"18/2/2021","Feb-21",3403434,"5029913-13",21009087,20,1680,2709,4551120
"3244","902126-26",5879,0.019,920201,"23/4/2021","Apr-21",3403434,"5003451-51",21027201,12,20,25.9,518
"3245","902126-26",5879,0.019,812356,"12/4/2021","Apr-21",3403434,"5003451-51",21024117,19,60,77.69,4661.4
"3246","902126-26",5879,0.019,207997,"28/1/2021","Jan-21",3403434,"5029913-13",21004423,20,1120,1806,2022720
"3247","902126-26",5879,0.019,1081955,"14/5/2021","May-21",3403434,"5003474-74",21032286,4,80,103.58,8286.4
"3248","902126-26",5879,0.019,1165079,"25/5/2021","May-21",3403434,"9066250-50",21022057,13,1700,2859.4,4860980
"3249","902126-26",5879,0.019,724947,"30/3/2021","Mar-21",3403434,"5003474-74",21020633,25,60,77.69,4661.4
"3250","902126-26",5879,0.019,2533096,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,70,40,51.79,2071.6
"3251","902126-26",5879,0.019,895936,"21/4/2021","Apr-21",3403434,"5003476-76",21026063,23,120,155.38,18645.6
"3252","902126-26",5879,0.019,1581190,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,28,20,25.9,518
"3253","902126-26",5879,0.019,1610038,"7/7/2021","Jul-21",3403434,"5029913-13",21040111,26,2240,3767.68,8439603.2
"3254","902126-26",5879,0.019,22951,"8/1/2021","Jan-21",3403434,"5029913-13",20258208,9,1120,1806,2022720
"3255","902126-26",5879,0.019,441983,"24/2/2021","Feb-21",3403434,"5029913-13",21010299,16,560,903,505680
"3256","902126-26",5879,0.019,570407,"11/3/2021","Mar-21",3403434,"5003451-51",21013968,16,40,51.79,2071.6
"3257","902126-26",5879,0.019,512159,"4/3/2021","Feb-21",3403434,"5003451-51",21011938,4,20,25.72,514.4
"3258","902126-26",5879,0.019,1107860,"18/5/2021","May-21",3403434,"5003451-51",21033036,15,40,51.79,2071.6
"3259","902126-26",5879,0.019,1417643,"17/6/2021","Jun-21",3403434,"5029913-13",21038785,13,1120,1883.84,2109900.8
"3260","902126-26",5879,0.019,2166011,"2/9/2021","Aug-21",3403434,"5003474-74",21080584,32,40,51.79,2071.6
"3261","902126-26",5879,0.019,547367,"9/3/2021","Mar-21",3403434,"5003474-74",21012886,13,160,207.17,33147.2
"3262","902126-26",5879,0.019,1047398,"11/5/2021","May-21",3403434,"5002915-15",21031660,21,40,51.79,2071.6
"3263","902126-26",5879,0.019,1577906,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,30,100,129.48,12948
"3264","902126-26",5879,0.019,128669,"20/1/2021","Jan-21",3403434,"5029913-13",21002923,12,560,903,505680
"3265","902126-26",5879,0.019,965583,"29/4/2021","Apr-21",3403434,"5003474-74",21028855,17,100,129.48,12948
"3266","902126-26",5879,0.019,801507,"9/4/2021","Apr-21",3403434,"5029913-13",21023570,13,560,941.92,527475.2
"3267","902126-26",5879,0.019,25401,"8/1/2021","Jan-21",3403434,"5003451-51",21000061,12,80,102.9,8232
"3268","902126-26",5879,0.019,607623,"16/3/2021","Mar-21",3403434,"5003476-76",21015125,23,60,77.69,4661.4
"3269","902126-26",5879,0.019,102487,"18/1/2021","Jan-21",3403434,"5003476-76",21001330,52,100,128.62,12862
"3270","902126-26",5879,0.019,735505,"31/3/2021","Mar-21",3403434,"5003451-51",21021247,12,40,51.79,2071.6
"3271","902126-26",5879,0.019,1349345,"11/6/2021","Jun-21",3403434,"5003451-51",21037581,7,20,25.9,518
"3272","902126-26",5879,0.019,444505,"24/2/2021","Feb-21",3403434,"5003476-76",21010352,27,140,180.07,25209.8
"3273","902126-26",5879,0.019,724987,"30/3/2021","Mar-21",3403434,"5003476-76",21020800,21,100,129.48,12948
"3274","902126-26",5879,0.019,643603,"19/3/2021","Mar-21",3403434,"5003451-51",21016766,4,20,25.9,518
"3275","902126-26",5879,0.019,746807,"1/4/2021","Mar-21",3403434,"5029913-13",21022127,19,560,941.92,527475.2
"3276","902126-26",5879,0.019,1349425,"11/6/2021","Jun-21",3403434,"5003476-76",21037588,23,80,103.58,8286.4
"3277","902126-26",5879,0.019,1220037,"31/5/2021","May-21",3403434,"5003451-51",21035518,15,20,25.9,518
"3278","902126-26",5879,0.019,2259802,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,102,20,0,0
"3279","902126-26",5879,0.019,679409,"24/3/2021","Mar-21",3403434,"5029913-13",21018049,12,560,941.92,527475.2
"3280","902126-26",5879,0.019,208583,"28/1/2021","Jan-21",3403434,"5003451-51",21004566,19,40,51.45,2058
"3281","902126-26",5879,0.019,500665,"3/3/2021","Feb-21",3403434,"5029913-13",21011516,5,1120,1806,2022720
"3282","902126-26",5879,0.019,1206831,"28/5/2021","May-21",3403434,"5029913-13",21034769,21,1120,1883.84,2109900.8
"3283","902126-26",5879,0.019,2088131,"25/8/2021","Aug-21",3403434,"5293132-32",21078778,15,20,25.9,518
"3284","902126-26",5879,0.019,2398403,"28/9/2021","Sep-21",3403434,"5494889-89",21084026,15,360,605.52,217987.2
"3285","902126-26",5879,0.019,2458292,"5/10/2021","Oct-21",3403434,"5494889-89",21084936,15,500,841,420500
"3286","902126-26",5879,0.019,2534254,"13/10/2021","Oct-21",3403434,"5003451-51",21086094,21,120,155.38,18645.6
"3287","902126-26",5879,0.019,62087,"13/1/2021","Jan-21",3403434,"5029913-13",21000584,16,560,903,505680
"3288","902126-26",5879,0.019,833292,"14/4/2021","Apr-21",3403434,"5029913-13",21024753,21,1120,1883.84,2109900.8
"3289","902126-26",5879,0.019,1025702,"7/5/2021","Apr-21",3403434,"5003451-51",21030962,15,20,25.9,518
"3290","902126-26",5879,0.019,619346,"17/3/2021","Mar-21",3403434,"5029913-13",21015794,16,560,941.92,527475.2
"3291","902126-26",5879,0.019,846647,"15/4/2021","Apr-21",3403434,"5003474-74",21024966,5,80,103.58,8286.4
"3292","902126-26",5879,0.019,39902,"11/1/2021","Jan-21",3403434,"5293132-32",21000301,14,20,25.72,514.4
"3293","902126-26",5879,0.019,2386883,"27/9/2021","Sep-21",3403434,"5003451-51",21083706,14,20,25.9,518
"3294","902126-26",5879,0.019,1219472,"31/5/2021","May-21",3403434,"5293132-32",21035554,4,20,25.9,518
"3295","902126-26",5879,0.019,2421996,"30/9/2021","Sep-21",3403434,"5003474-74",21083937,18,40,51.79,2071.6
"3296","902126-26",5879,0.019,444410,"24/2/2021","Feb-21",3403434,"5003451-51",21010443,15,40,51.45,2058
"3297","902126-26",5879,0.019,2523311,"12/10/2021","Oct-21",3403434,"5003476-76",21086059,4,120,155.38,18645.6
"3298","902126-26",5879,0.019,1552298,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,26,20,25.9,518
"3299","902126-26",5879,0.019,1552400,"1/7/2021","Jun-21",3403434,"5003474-74",21017024,16,560,725.09,406050.4
"3300","902126-26",5879,0.019,1893766,"4/8/2021","Aug-21",3403434,"5029913-13",21040143,22,1120,1883.84,2109900.8
"3301","902126-26",5879,0.019,962960,"29/4/2021","Apr-21",3403434,"5003269-69",21028868,10,20,25.9,518
"3302","902126-26",5879,0.019,1144295,"21/5/2021","May-21",3403434,"5029913-13",21033917,9,560,941.92,527475.2
"3303","902126-26",5879,0.019,2336165,"21/9/2021","Sep-21",3403434,"5494889-89",21083303,14,580,975.56,565824.8
"3304","902126-26",5879,0.019,274064,"4/2/2021","Jan-21",3403434,"5003451-51",21006216,16,20,25.72,514.4
"3305","902126-26",5879,0.019,2259728,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,25,20,24.6,492
"3306","902126-26",5879,0.019,2598425,"20/10/2021","Oct-21",3403434,"5029913-13",21088284,5,560,941.92,527475.2
"3307","902126-26",5879,0.019,1304287,"8/6/2021","Jun-21",3403434,"5003474-74",21037055,32,40,51.79,2071.6
"3308","902126-26",5879,0.019,102390,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,21,60,77.17,4630.2
"3309","902126-26",5879,0.019,1509046,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,29,20,25.9,518
"3310","902126-26",5879,0.019,114381,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,14,40,51.45,2058
"3311","9049263-63",9722,0.1068,1165083,"25/5/2021","May-21",3403434,"9066250-50",21022057,17,420,762.22,320132.4
"3312","9049263-63",9722,0.1068,1509084,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,67,20,22.35,447
"3313","9049263-63",9722,0.1068,1232405,"1/6/2021","May-21",3403434,"9066250-50",21022259,1,740,1342.95,993783
"3314","9049263-63",9722,0.1068,1444506,"21/6/2021","Jun-21",3403434,"9066250-50",21022334,1,500,907.4,453700
"3315","905456-56",10084,0.032,1025739,"7/5/2021","Apr-21",3403434,"5003451-51",21030962,54,20,29.11,582.2
"3316","905456-56",10084,0.032,444437,"24/2/2021","Feb-21",3403434,"5003451-51",21010443,46,20,29.46,589.2
"3317","905456-56",10084,0.032,618716,"17/3/2021","Mar-21",3403434,"5002915-15",21016274,34,20,29.11,582.2
"3318","905456-56",10084,0.032,374243,"16/2/2021","Feb-21",3403434,"5002915-15",21008835,34,20,29.46,589.2
"3319","905456-56",10084,0.032,208625,"28/1/2021","Jan-21",3403434,"5003451-51",21004566,65,20,29.46,589.2
"3320","905470-70",5311,0.032,208617,"28/1/2021","Jan-21",3403434,"5003451-51",21004566,57,50,54.98,2749
"3321","905470-70",5311,0.032,2072364,"24/8/2021","Aug-21",3403434,"5002915-15",21077926,12,25,26.59,664.75
"3322","905470-70",5311,0.032,128671,"20/1/2021","Jan-21",3403434,"5029913-13",21002923,13,225,310.16,69786
"3323","905470-70",5311,0.032,643615,"19/3/2021","Mar-21",3403434,"5003451-51",21016766,17,25,27.99,699.75
"3324","905470-70",5311,0.032,801508,"9/4/2021","Apr-21",3403434,"5029913-13",21023570,14,500,727.15,363575
"3325","905470-70",5311,0.032,735530,"31/3/2021","Mar-21",3403434,"5003451-51",21021247,37,50,55.98,2799
"3326","905470-70",5311,0.032,2398420,"28/9/2021","Sep-21",3403434,"5494889-89",21084026,33,50,72.72,3636
"3327","905470-70",5311,0.032,1484936,"24/6/2021","Jun-21",3403434,"5029913-13",21039691,11,500,727.15,363575
"3328","905470-70",5311,0.032,1509099,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,82,25,26.59,664.75
"3329","905470-70",5311,0.032,746808,"1/4/2021","Mar-21",3403434,"5029913-13",21022127,20,500,727.15,363575
"3330","905470-70",5311,0.032,920222,"23/4/2021","Apr-21",3403434,"5003451-51",21027201,34,25,27.99,699.75
"3331","905470-70",5311,0.032,1577958,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,82,100,106.35,10635
"3332","905470-70",5311,0.032,114425,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,58,25,27.49,687.25
