,Date,Month-Year,Warehouse Code,Customer Code,Order Number,Order Line Number,Item Code,Units,Euros
1047388,11/5/2021,May-21,3403434,5002915-15,21031660,11,967378-78,20,15.48
1047389,11/5/2021,May-21,3403434,5002915-15,21031660,12,967263-63,20,15.48
1047390,11/5/2021,May-21,3403434,5002915-15,21031660,13,964764-64,20,19.18
1047391,11/5/2021,May-21,3403434,5002915-15,21031660,14,964824-24,20,26.77
1047392,11/5/2021,May-21,3403434,5002915-15,21031660,15,895956-56,20,20.83
1047393,11/5/2021,May-21,3403434,5002915-15,21031660,16,968508-08,20,57.05
1047394,11/5/2021,May-21,3403434,5002915-15,21031660,17,9672961-61,20,31.15
1047395,11/5/2021,May-21,3403434,5002915-15,21031660,18,897785-85,20,19.47
1047396,11/5/2021,May-21,3403434,5002915-15,21031660,19,992668-68,50,81.29
1047397,11/5/2021,May-21,3403434,5002915-15,21031660,20,950639-39,20,51.79
1047398,11/5/2021,May-21,3403434,5002915-15,21031660,21,902126-26,40,51.79
1047399,11/5/2021,May-21,3403434,5002915-15,21031660,22,802077-77,80,73.98
1047400,11/5/2021,May-21,3403434,5002915-15,21031660,23,8031256-56,20,13.63
1047401,11/5/2021,May-21,3403434,5002915-15,21031660,25,802063-63,20,12.46
1047402,11/5/2021,May-21,3403434,5002915-15,21031660,26,802064-64,40,24.92
1047403,11/5/2021,May-21,3403434,5002915-15,21031660,27,802798-98,20,18.4
1047404,11/5/2021,May-21,3403434,5002915-15,21031660,28,964805-05,20,15.87
1047405,11/5/2021,May-21,3403434,5002915-15,21031660,29,8957921-21,20,13.92
1047406,11/5/2021,May-21,3403434,5002915-15,21031660,30,8308611-11,10,6.38
1047407,11/5/2021,May-21,3403434,5002915-15,21031660,31,8308581-81,10,6.38
1047408,11/5/2021,May-21,3403434,5002915-15,21031660,32,918527-27,20,12.75
1047409,11/5/2021,May-21,3403434,5002915-15,21031660,33,8308591-91,20,12.75
1047410,11/5/2021,May-21,3403434,5002915-15,21031660,34,8308601-01,40,25.5
1047411,11/5/2021,May-21,3403434,5002915-15,21031660,35,8308621-21,40,25.5
1047412,11/5/2021,May-21,3403434,5002915-15,21031660,36,872721-21,20,12.75
1047413,11/5/2021,May-21,3403434,5002915-15,21031660,37,872726-26,30,19.13
1047414,11/5/2021,May-21,3403434,5002915-15,21031660,38,872725-25,30,19.13
1047415,11/5/2021,May-21,3403434,5002915-15,21031660,39,920400-00,25,40.11
1047416,11/5/2021,May-21,3403434,5002915-15,21031660,41,880336-36,25,18.86
1047417,11/5/2021,May-21,3403434,5002915-15,21031660,42,875582-82,25,18.86
1047418,11/5/2021,May-21,3403434,5002915-15,21031660,43,892279-79,20,30.76
1047419,11/5/2021,May-21,3403434,5002915-15,21031660,44,875709-09,25,15.94
1047420,11/5/2021,May-21,3403434,5002915-15,21031660,45,905470-70,25,27.99
1047421,11/5/2021,May-21,3403434,5002915-15,21031660,46,1199005728-28,24,39.84
1047422,11/5/2021,May-21,3403434,5002915-15,21031660,47,875711-11,25,27.99
1047423,11/5/2021,May-21,3403434,5002915-15,21031660,48,1199024513-13,6,35.51
1047424,11/5/2021,May-21,3403434,5002915-15,21031660,49,812105-05,6,17.96
1047425,11/5/2021,May-21,3403434,5002915-15,21031660,50,9202911-11,10,39.23
1047426,11/5/2021,May-21,3403434,5002915-15,21031660,51,875593-93,25,41.85
1047427,11/5/2021,May-21,3403434,5002915-15,21031660,52,933872-72,10,12.56
1047428,11/5/2021,May-21,3403434,5002915-15,21031660,53,889228-28,20,12.56
1047429,11/5/2021,May-21,3403434,5002915-15,21031660,54,8803271-71,25,12.66
1047430,11/5/2021,May-21,3403434,5002915-15,21031660,55,964787-87,20,13.92
1047431,11/5/2021,May-21,3403434,5002915-15,21031660,56,8803261-61,25,12.66
1047432,11/5/2021,May-21,3403434,5002915-15,21031660,57,9020801-01,12,35.86
1047433,11/5/2021,May-21,3403434,5002915-15,21031660,58,978004-04,12,24.71
1047434,11/5/2021,May-21,3403434,5002915-15,21031660,59,920293-93,25,39.91
1050455,11/5/2021,May-21,3403434,5340669-69,21001592,1,501393-93,132,37250.4
1060144,12/5/2021,May-21,3403434,5029913-13,21031568,1,918777-77,480,780.96
1060145,12/5/2021,May-21,3403434,5029913-13,21031568,2,952530-30,2400,4403.52
1060146,12/5/2021,May-21,3403434,5029913-13,21031568,3,830622-22,1800,2736.18
1062325,12/5/2021,May-21,3403434,5340669-69,21001643,1,501393-93,28,7901.6
1081952,14/5/2021,May-21,3403434,5003474-74,21032286,1,8803271-71,50,25.31
1081953,14/5/2021,May-21,3403434,5003474-74,21032286,2,802077-77,100,92.48
1081954,14/5/2021,May-21,3403434,5003474-74,21032286,3,802078-78,80,73.98
1081955,14/5/2021,May-21,3403434,5003474-74,21032286,4,902126-26,80,103.58
1081956,14/5/2021,May-21,3403434,5003474-74,21032286,5,9672961-61,140,218.06
1081957,14/5/2021,May-21,3403434,5003474-74,21032286,6,927858-58,50,21.66
1081958,14/5/2021,May-21,3403434,5003474-74,21032286,7,9373901-01,40,20.44
1081959,14/5/2021,May-21,3403434,5003474-74,21032286,8,861133-33,50,27.02
1081960,14/5/2021,May-21,3403434,5003474-74,21032286,9,8128741-41,100,185.94
1081961,14/5/2021,May-21,3403434,5003474-74,21032286,10,8755921-21,50,20.45
1081962,14/5/2021,May-21,3403434,5003474-74,21032286,11,8022921-21,40,39.72
1081963,14/5/2021,May-21,3403434,5003474-74,21032286,12,8902764-64,50,15.82
1081964,14/5/2021,May-21,3403434,5003474-74,21032286,13,875582-82,25,18.86
1081965,14/5/2021,May-21,3403434,5003474-74,21032286,14,8871292-92,60,77.69
1081966,14/5/2021,May-21,3403434,5003474-74,21032286,15,837395-95,60,60.46
1081967,14/5/2021,May-21,3403434,5003474-74,21032286,16,830863-63,80,116.43
1081968,14/5/2021,May-21,3403434,5003474-74,21032286,17,8871561-61,60,53.74
1081969,14/5/2021,May-21,3403434,5003474-74,21032286,18,8871631-31,60,102.22
1081970,14/5/2021,May-21,3403434,5003474-74,21032286,19,895956-56,40,41.66
1081971,14/5/2021,May-21,3403434,5003474-74,21032286,20,942103-03,40,66.98
1081972,14/5/2021,May-21,3403434,5003474-74,21032286,21,888681-81,48,89.49
1081973,14/5/2021,May-21,3403434,5003474-74,21032286,22,875710-10,50,31.88
1081974,14/5/2021,May-21,3403434,5003474-74,21032286,23,841360-60,72,80.96
1081975,14/5/2021,May-21,3403434,5003474-74,21032286,24,8128704-04,40,39.14
1081976,14/5/2021,May-21,3403434,5003474-74,21032286,25,8308611-11,20,12.75
1081977,14/5/2021,May-21,3403434,5003474-74,21032286,26,8308581-81,20,12.75
1081978,14/5/2021,May-21,3403434,5003474-74,21032286,27,8308591-91,40,25.5
1081979,14/5/2021,May-21,3403434,5003474-74,21032286,28,944017-17,80,200.93
1081980,14/5/2021,May-21,3403434,5003474-74,21032286,29,8206472-72,60,49.94
1081981,14/5/2021,May-21,3403434,5003474-74,21032286,30,8902753-53,50,26.29
1081982,14/5/2021,May-21,3403434,5003474-74,21032286,31,861128-28,25,13.51
1081983,14/5/2021,May-21,3403434,5003474-74,21032286,32,861130-30,25,13.51
1081984,14/5/2021,May-21,3403434,5003474-74,21032286,33,9357081-81,24,18.69
1094519,17/5/2021,May-21,3403434,5029913-13,21011469,1,872723-23,1040,1868.05
1094520,17/5/2021,May-21,3403434,5029913-13,21011469,2,9375091-91,1872,3855.2
1094521,17/5/2021,May-21,3403434,5029913-13,21011469,3,9117372-72,1625,4307.39
1094522,17/5/2021,May-21,3403434,5029913-13,21011469,4,9375141-41,2904,4767.21
1094523,17/5/2021,May-21,3403434,5029913-13,21011469,5,9375161-61,1080,2469.2
1094524,17/5/2021,May-21,3403434,5029913-13,21011469,6,9122741-41,2720,6879.97
1094525,17/5/2021,May-21,3403434,5029913-13,21011469,7,9122762-62,2030,4632.66
1094526,17/5/2021,May-21,3403434,5029913-13,21011469,8,9126451-51,2525,3488.54
1094527,17/5/2021,May-21,3403434,5029913-13,21011469,9,9126461-61,1325,2881.21
1094528,17/5/2021,May-21,3403434,5029913-13,21011469,10,9126711-11,2440,6376.21
1094529,17/5/2021,May-21,3403434,5029913-13,21011469,11,9226051-51,1225,773.83
1094530,17/5/2021,May-21,3403434,5029913-13,21011469,12,9245921-21,5040,11616.7
1094531,17/5/2021,May-21,3403434,5029913-13,21011469,13,9246621-21,2475,3930.8
1094532,17/5/2021,May-21,3403434,5029913-13,21011469,14,9263501-01,725,1576.51
1094533,17/5/2021,May-21,3403434,5029913-13,21011469,15,953017-17,720,2496.53
1094534,17/5/2021,May-21,3403434,5029913-13,21011469,16,968471-71,520,1128.35
1094535,17/5/2021,May-21,3403434,5029913-13,21011469,17,996714-14,410,1228.89
1094536,17/5/2021,May-21,3403434,5029913-13,21011469,18,946800-00,22,91.12
1094537,17/5/2021,May-21,3403434,5029913-13,21011469,19,946804-04,22,91.12
1094538,17/5/2021,May-21,3403434,5029913-13,21011469,20,920289-89,15,37.18
1094539,17/5/2021,May-21,3403434,5029913-13,21011840,1,830863-63,720,1293.26
1106457,18/5/2021,May-21,3403434,5029913-13,21031897,1,802051-51,1200,1236.84
1106458,18/5/2021,May-21,3403434,5029913-13,21031897,2,802054-54,1200,1236.84
1106459,18/5/2021,May-21,3403434,5029913-13,21031897,3,8128741-41,1400,3381.7
1106460,18/5/2021,May-21,3403434,5029913-13,21031897,4,802078-78,180,227.65
1106461,18/5/2021,May-21,3403434,5029913-13,21031897,5,905470-70,1000,1454.3
1106462,18/5/2021,May-21,3403434,5029913-13,21031897,6,9246351-51,100,145.43
1106463,18/5/2021,May-21,3403434,5029913-13,21031897,7,964809-09,200,374.34
1106464,18/5/2021,May-21,3403434,5029913-13,21031897,7,964809-09,100,187.17
1106465,18/5/2021,May-21,3403434,5029913-13,21031897,8,9672961-61,800,1618.8
1106466,18/5/2021,May-21,3403434,5029913-13,21031897,9,999916-16,560,941.92
1106467,18/5/2021,May-21,3403434,5029913-13,21031897,10,982898-98,1200,4249.32
1106468,18/5/2021,May-21,3403434,5029913-13,21031897,11,8871561-61,840,977.34
1106469,18/5/2021,May-21,3403434,5029913-13,21031897,12,8022932-32,840,2129.99
1106470,18/5/2021,May-21,3403434,5029913-13,21031897,13,875577-77,700,433.79
1106471,18/5/2021,May-21,3403434,5029913-13,21031897,14,841360-60,432,631.02
1106472,18/5/2021,May-21,3403434,5029913-13,21031897,15,8902742-42,375,339.11
1106473,18/5/2021,May-21,3403434,5029913-13,21031897,16,920293-93,375,777.79
1106474,18/5/2021,May-21,3403434,5029913-13,21031897,17,937508-08,520,1584.91
1106475,18/5/2021,May-21,3403434,5029913-13,21031897,18,888681-81,336,813.76
1106476,18/5/2021,May-21,3403434,5029913-13,21031897,19,8571482-82,520,1328.44
1106961,18/5/2021,May-21,3403434,5006517-17,21033180,1,952530-30,120,215.98
1106962,18/5/2021,May-21,3403434,5006517-17,21033180,2,950359-59,90,139.44
1106963,18/5/2021,May-21,3403434,5006517-17,21033180,3,807973-73,120,138.4
1106964,18/5/2021,May-21,3403434,5006517-17,21033180,4,866370-70,120,154.46
1106965,18/5/2021,May-21,3403434,5006517-17,21033180,5,862275-75,90,89.64
1107847,18/5/2021,May-21,3403434,5003451-51,21033036,1,802051-51,30,23.8
1107848,18/5/2021,May-21,3403434,5003451-51,21033036,2,802052-52,40,31.74
1107849,18/5/2021,May-21,3403434,5003451-51,21033036,3,802054-54,40,31.74
1107850,18/5/2021,May-21,3403434,5003451-51,21033036,4,830864-64,10,14.55
1107851,18/5/2021,May-21,3403434,5003451-51,21033036,5,830863-63,10,14.55
1107852,18/5/2021,May-21,3403434,5003451-51,21033036,6,830865-65,10,14.55
1107853,18/5/2021,May-21,3403434,5003451-51,21033036,7,949875-75,20,15.87
1107854,18/5/2021,May-21,3403434,5003451-51,21033036,8,937555-55,20,15.87
1107855,18/5/2021,May-21,3403434,5003451-51,21033036,9,872725-25,20,12.75
1107856,18/5/2021,May-21,3403434,5003451-51,21033036,11,802070-70,20,24.73
1107857,18/5/2021,May-21,3403434,5003451-51,21033036,12,802077-77,60,55.49
1107858,18/5/2021,May-21,3403434,5003451-51,21033036,13,802078-78,40,36.99
1107859,18/5/2021,May-21,3403434,5003451-51,21033036,14,935588-88,20,45.37
1107860,18/5/2021,May-21,3403434,5003451-51,21033036,15,902126-26,40,51.79
1107861,18/5/2021,May-21,3403434,5003451-51,21033036,17,942103-03,20,33.49
1107862,18/5/2021,May-21,3403434,5003451-51,21033036,18,887776-76,20,19.47
1107863,18/5/2021,May-21,3403434,5003451-51,21033036,19,8871292-92,20,25.9
1107864,18/5/2021,May-21,3403434,5003451-51,21033036,20,9672961-61,20,31.15
1107865,18/5/2021,May-21,3403434,5003451-51,21033036,21,921215-15,25,40.11
1107866,18/5/2021,May-21,3403434,5003451-51,21033036,22,880410-10,25,27.02
1107867,18/5/2021,May-21,3403434,5003451-51,21033036,23,880409-09,25,30.06
1107868,18/5/2021,May-21,3403434,5003451-51,21033036,24,8902742-42,25,17.4
1107869,18/5/2021,May-21,3403434,5003451-51,21033036,25,861133-33,25,13.51
1107870,18/5/2021,May-21,3403434,5003451-51,21033036,26,947652-52,50,67.42
1107871,18/5/2021,May-21,3403434,5003451-51,21033036,27,8755921-21,25,10.22
1107872,18/5/2021,May-21,3403434,5003451-51,21033036,28,8803271-71,25,12.66
1107873,18/5/2021,May-21,3403434,5003451-51,21033036,29,964787-87,20,13.92
1107874,18/5/2021,May-21,3403434,5003451-51,21033036,30,893133-33,20,23.46
1107875,18/5/2021,May-21,3403434,5003451-51,21033036,31,964859-59,20,24.73
1107876,18/5/2021,May-21,3403434,5003451-51,21033036,32,875710-10,25,15.94
1107877,18/5/2021,May-21,3403434,5003451-51,21033036,34,875711-11,25,27.99
1107878,18/5/2021,May-21,3403434,5003451-51,21033036,35,875708-08,25,25.68
1107879,18/5/2021,May-21,3403434,5003451-51,21033036,36,841362-62,24,28.74
1107880,18/5/2021,May-21,3403434,5003451-51,21033036,37,8128704-04,40,39.14
1107881,18/5/2021,May-21,3403434,5003451-51,21033036,38,8128741-41,40,74.38
1107882,18/5/2021,May-21,3403434,5003451-51,21033036,39,8129221-21,90,245.32
1107883,18/5/2021,May-21,3403434,5003451-51,21033036,41,900338-38,30,34.46
1107884,18/5/2021,May-21,3403434,5003451-51,21033036,42,8022921-21,20,19.86
1107885,18/5/2021,May-21,3403434,5003451-51,21033036,43,8022932-32,20,39.04
1107886,18/5/2021,May-21,3403434,5003451-51,21033036,44,8481511-11,20,16.16
1107887,18/5/2021,May-21,3403434,5003451-51,21033036,45,8871561-61,20,17.91
1107888,18/5/2021,May-21,3403434,5003451-51,21033036,46,8871631-31,20,34.07
1107889,18/5/2021,May-21,3403434,5003451-51,21033036,47,918470-70,10,6.47
1107890,18/5/2021,May-21,3403434,5003451-51,21033036,48,920293-93,25,39.91
1107891,18/5/2021,May-21,3403434,5003451-51,21033036,49,888695-95,25,31.15
1107892,18/5/2021,May-21,3403434,5003451-51,21033036,50,82902912-12,12,15.3
1107893,18/5/2021,May-21,3403434,5003451-51,21033036,51,9375172-72,24,26.99
1118834,19/5/2021,May-21,3403434,5029913-13,21033282,1,918777-77,960,1561.92
1123075,19/5/2021,May-21,3403434,5340672-72,21001651,1,952547-47,7200,5544
1123076,19/5/2021,May-21,3403434,5340672-72,21001651,2,8949591-91,6000,2940
1123077,19/5/2021,May-21,3403434,5340672-72,21001780,1,837396-96,2800,1148
1123078,19/5/2021,May-21,3403434,5340672-72,21001780,2,8805374-74,2160,1598.4
1123079,19/5/2021,May-21,3403434,5340672-72,21001780,3,8969961-61,5250,5670
1144287,21/5/2021,May-21,3403434,5029913-13,21033917,1,802052-52,1200,1236.84
1144288,21/5/2021,May-21,3403434,5029913-13,21033917,2,802063-63,560,453.26
1144289,21/5/2021,May-21,3403434,5029913-13,21033917,3,1199005728-28,576,1242.03
1144290,21/5/2021,May-21,3403434,5029913-13,21033917,4,802078-78,160,202.35
1144291,21/5/2021,May-21,3403434,5029913-13,21033917,5,802077-77,1280,1618.82
1144292,21/5/2021,May-21,3403434,5029913-13,21033917,6,8803271-71,700,460.32
1144293,21/5/2021,May-21,3403434,5029913-13,21033917,7,892273-73,700,982.66
1144294,21/5/2021,May-21,3403434,5029913-13,21033917,8,895956-56,560,757.79
1144295,21/5/2021,May-21,3403434,5029913-13,21033917,9,902126-26,560,941.92
1144296,21/5/2021,May-21,3403434,5029913-13,21033917,10,9246351-51,150,207.24
1144297,21/5/2021,May-21,3403434,5029913-13,21033917,11,964787-87,560,506.41
1144298,21/5/2021,May-21,3403434,5029913-13,21033917,12,964859-59,380,610.32
1144299,21/5/2021,May-21,3403434,5029913-13,21033917,13,9672961-61,800,1618.8
1144300,21/5/2021,May-21,3403434,5029913-13,21033917,14,8871561-61,560,651.56
1144301,21/5/2021,May-21,3403434,5029913-13,21033917,15,896049-49,150,513.9
1144302,21/5/2021,May-21,3403434,5029913-13,21033917,16,841360-60,432,567.91
1163696,25/5/2021,May-21,3403434,5002915-15,21028608,1,9646491-91,1,483.12
1165023,25/5/2021,May-21,3403434,9066250-50,21021776,1,8902742-42,375,322.16
1165024,25/5/2021,May-21,3403434,9066250-50,21021776,2,882864-64,2,103.08
1165025,25/5/2021,May-21,3403434,9066250-50,21021776,3,882840-40,2,515.42
1165026,25/5/2021,May-21,3403434,9066250-50,21021776,5,911750-50,1,137.18
1165027,25/5/2021,May-21,3403434,9066250-50,21021776,6,9375161-61,700,1600.41
1165028,25/5/2021,May-21,3403434,9066250-50,21021776,7,9226011-11,825,1942.96
1165029,25/5/2021,May-21,3403434,9066250-50,21021776,8,9202911-11,70,356.76
1165030,25/5/2021,May-21,3403434,9066250-50,21021776,9,1199024513-13,114,876.58
1165031,25/5/2021,May-21,3403434,9066250-50,21021776,10,875709-09,650,538.46
1165032,25/5/2021,May-21,3403434,9066250-50,21021776,11,830864-64,1640,2945.77
1165033,25/5/2021,May-21,3403434,9066250-50,21021776,12,8755921-21,2225,1181.92
1165034,25/5/2021,May-21,3403434,9066250-50,21021776,13,8128741-41,570,1376.84
1165035,25/5/2021,May-21,3403434,9066250-50,21021776,14,8128741-41,40,96.62
1165036,25/5/2021,May-21,3403434,9066250-50,21021776,15,9581661-61,576,1639.01
1165037,25/5/2021,May-21,3403434,9066250-50,21021776,16,872723-23,1800,3233.16
1165038,25/5/2021,May-21,3403434,9066250-50,21021776,17,8871292-92,1840,3094.88
1165039,25/5/2021,May-21,3403434,9066250-50,21021776,18,8871561-61,1100,1279.85
1165040,25/5/2021,May-21,3403434,9066250-50,21021776,19,8902772-72,775,884.51
1165041,25/5/2021,May-21,3403434,9066250-50,21021776,20,9375182-82,1520,2912.32
1165042,25/5/2021,May-21,3403434,9066250-50,21021776,21,8289641-41,96,366.66
1165043,25/5/2021,May-21,3403434,9066250-50,21021776,22,802063-63,940,760.84
1165044,25/5/2021,May-21,3403434,9066250-50,21021776,23,8308581-81,1500,1242.6
1165045,25/5/2021,May-21,3403434,9066250-50,21021776,24,875586-86,1675,2351.37
1165046,25/5/2021,May-21,3403434,9066250-50,21021776,26,892273-73,100,140.38
1165047,25/5/2021,May-21,3403434,9066250-50,21021776,27,946804-04,528,2186.92
1165048,25/5/2021,May-21,3403434,9066250-50,21021776,28,8022921-21,380,490.2
1165049,25/5/2021,May-21,3403434,9066250-50,21021776,29,924643-43,2,337.64
1165050,25/5/2021,May-21,3403434,9066250-50,21021776,30,921216-16,2350,4408.13
1165051,25/5/2021,May-21,3403434,9066250-50,21021776,31,895956-56,780,1055.5
1165052,25/5/2021,May-21,3403434,9066250-50,21021776,32,933872-72,510,832.01
1165053,25/5/2021,May-21,3403434,9066250-50,21021776,33,942103-03,340,739.6
1165054,25/5/2021,May-21,3403434,9066250-50,21021776,34,9291861-61,690,2437.98
1165055,25/5/2021,May-21,3403434,9066250-50,21021776,35,1199005728-28,864,1863.04
1165056,25/5/2021,May-21,3403434,9066250-50,21021776,36,999916-16,640,1076.48
1165057,25/5/2021,May-21,3403434,9066250-50,21021776,37,997201-01,480,1274.78
1165058,25/5/2021,May-21,3403434,9066250-50,21021776,38,997202-02,720,1912.18
1165059,25/5/2021,May-21,3403434,9066250-50,21021776,39,946800-00,528,2186.92
1165060,25/5/2021,May-21,3403434,9066250-50,21021776,40,946718-18,580,3520.89
1165061,25/5/2021,May-21,3403434,9066250-50,21021776,41,8794074-74,120,306.64
1165062,25/5/2021,May-21,3403434,9066250-50,21021776,42,8803312-12,312,1022.58
1165063,25/5/2021,May-21,3403434,9066250-50,21021776,43,9672961-61,100,202.35
1165064,25/5/2021,May-21,3403434,9066250-50,21021776,43,9672961-61,380,768.93
1165065,25/5/2021,May-21,3403434,9066250-50,21021776,44,9117494-94,1,576.15
1165066,25/5/2021,May-21,3403434,9066250-50,21021776,45,895933-33,80,1158.1
1165067,25/5/2021,May-21,3403434,9066250-50,21022057,1,872721-21,500,414.2
1165068,25/5/2021,May-21,3403434,9066250-50,21022057,2,872726-26,600,497.04
1165069,25/5/2021,May-21,3403434,9066250-50,21022057,3,872725-25,1100,911.24
1165070,25/5/2021,May-21,3403434,9066250-50,21022057,4,8902764-64,1375,536.8
1165071,25/5/2021,May-21,3403434,9066250-50,21022057,5,802052-52,2300,2370.61
1165072,25/5/2021,May-21,3403434,9066250-50,21022057,6,802052-52,100,103.07
1165073,25/5/2021,May-21,3403434,9066250-50,21022057,7,802054-54,2800,2885.96
1165074,25/5/2021,May-21,3403434,9066250-50,21022057,8,802054-54,100,103.07
1165075,25/5/2021,May-21,3403434,9066250-50,21022057,9,802051-51,2000,2061.4
1165076,25/5/2021,May-21,3403434,9066250-50,21022057,10,802051-51,100,103.07
1165077,25/5/2021,May-21,3403434,9066250-50,21022057,11,8308611-11,1600,1325.44
1165078,25/5/2021,May-21,3403434,9066250-50,21022057,12,802064-64,720,582.77
1165079,25/5/2021,May-21,3403434,9066250-50,21022057,13,902126-26,1700,2859.4
1165080,25/5/2021,May-21,3403434,9066250-50,21022057,14,9649051-51,420,709.13
1165081,25/5/2021,May-21,3403434,9066250-50,21022057,15,968467-67,1350,6291.54
1165082,25/5/2021,May-21,3403434,9066250-50,21022057,16,896049-49,360,1233.36
1165083,25/5/2021,May-21,3403434,9066250-50,21022057,17,9049263-63,420,762.22
1165084,25/5/2021,May-21,3403434,9066250-50,21022057,18,880336-36,225,198.5
1165085,25/5/2021,May-21,3403434,9066250-50,21022057,19,8755831-31,675,2128.14
1165086,25/5/2021,May-21,3403434,9066250-50,21022057,19,8755831-31,125,394.1
1165087,25/5/2021,May-21,3403434,9066250-50,21022057,20,802078-78,1440,1821.17
1165088,25/5/2021,May-21,3403434,9066250-50,21022057,21,8575614-14,576,1136.39
1165089,25/5/2021,May-21,3403434,9066250-50,21022057,22,82902912-12,864,1431.39
1165090,25/5/2021,May-21,3403434,9066250-50,21022057,23,82902912-12,144,238.56
1165091,25/5/2021,May-21,3403434,9066250-50,21022057,24,841362-62,864,1273.54
1165092,25/5/2021,May-21,3403434,9066250-50,21022057,25,841362-62,840,1238.16
1165093,25/5/2021,May-21,3403434,9066250-50,21022057,26,802077-77,4120,5210.56
1165094,25/5/2021,May-21,3403434,9066250-50,21022057,27,848267-67,13,1808.5
1165095,25/5/2021,May-21,3403434,9066250-50,21022057,28,848217-17,2,1011.75
1165096,25/5/2021,May-21,3403434,9066250-50,21022057,29,802077-77,20,25.29
1165097,25/5/2021,May-21,3403434,9066250-50,21022057,30,830863-63,2120,3807.94
1165098,25/5/2021,May-21,3403434,9066250-50,21022057,31,830865-65,1000,1796.2
1165099,25/5/2021,May-21,3403434,9066250-50,21022057,32,8479004-04,680,1304.17
1165100,25/5/2021,May-21,3403434,9066250-50,21022057,33,8794084-84,420,1073.23
1165101,25/5/2021,May-21,3403434,9066250-50,21022057,34,8902753-53,1825,1184.06
1165102,25/5/2021,May-21,3403434,9066250-50,21022057,35,802070-70,160,256.98
1165103,25/5/2021,May-21,3403434,9066250-50,21022057,36,8289662-62,360,1308.96
1165104,25/5/2021,May-21,3403434,9066250-50,21022057,37,9375172-72,1896,2769.49
1165105,25/5/2021,May-21,3403434,9066250-50,21022057,38,861130-30,900,568.53
1165106,25/5/2021,May-21,3403434,9066250-50,21022057,39,861128-28,300,189.51
1165107,25/5/2021,May-21,3403434,9066250-50,21022057,41,8795005-05,60,153.32
1165108,25/5/2021,May-21,3403434,9066250-50,21022057,42,953017-17,870,3016.64
1165109,25/5/2021,May-21,3403434,9066250-50,21022057,43,875582-82,750,661.65
1165110,25/5/2021,May-21,3403434,9066250-50,21022057,44,944017-17,20,65.26
1165111,25/5/2021,May-21,3403434,9066250-50,21022057,45,951469-69,175,205.82
1165112,25/5/2021,May-21,3403434,9066250-50,21022057,46,958160-60,300,539.52
1165113,25/5/2021,May-21,3403434,9066250-50,21022057,47,958161-61,200,359.68
1165114,25/5/2021,May-21,3403434,9066250-50,21022057,48,958158-58,1140,1109.45
1165115,25/5/2021,May-21,3403434,9066250-50,21022057,49,958159-59,980,953.74
1165116,25/5/2021,May-21,3403434,9066250-50,21022057,50,9263501-01,525,1141.61
1165117,25/5/2021,May-21,3403434,9066250-50,21022057,51,937443-43,60,305.41
1165118,25/5/2021,May-21,3403434,9066250-50,21022057,51,937443-43,100,509.01
1165119,25/5/2021,May-21,3403434,9066250-50,21022057,52,9292031-31,360,829.76
1165120,25/5/2021,May-21,3403434,9066250-50,21022057,53,9319431-31,100,228.87
1165121,25/5/2021,May-21,3403434,9066250-50,21022057,54,951341-41,90,290.42
1165122,25/5/2021,May-21,3403434,9066250-50,21022057,55,964859-59,240,385.46
1165123,25/5/2021,May-21,3403434,9066250-50,21022057,56,968483-83,180,414.31
1165124,25/5/2021,May-21,3403434,9066250-50,21022057,58,992561-61,900,2196.72
1165125,25/5/2021,May-21,3403434,9066250-50,21022057,59,992668-68,275,580.8
1165126,25/5/2021,May-21,3403434,9066250-50,21022057,60,992712-12,880,1658.18
1165127,25/5/2021,May-21,3403434,9066250-50,21022057,61,992725-25,432,814.02
1165128,25/5/2021,May-21,3403434,9066250-50,21022057,62,935588-88,840,2475.23
1165129,25/5/2021,May-21,3403434,9066250-50,21022057,63,9122741-41,2040,5159.98
1165130,25/5/2021,May-21,3403434,9066250-50,21022057,64,924637-37,2,429.99
1165131,25/5/2021,May-21,3403434,9066250-50,21022057,65,9122751-51,1560,5248
1165132,25/5/2021,May-21,3403434,9066250-50,21022057,66,9226031-31,1975,1247.61
1165133,25/5/2021,May-21,3403434,9066250-50,21022057,67,9226051-51,2475,1563.46
1165134,25/5/2021,May-21,3403434,9066250-50,21022057,68,9226021-21,600,379.02
1165135,25/5/2021,May-21,3403434,9066250-50,21022057,69,8297711-11,336,607.66
1165136,25/5/2021,May-21,3403434,9066250-50,21022057,70,9122721-21,620,696.14
1165137,25/5/2021,May-21,3403434,9066250-50,21022057,71,8828361-61,2,1704.31
1165138,25/5/2021,May-21,3403434,9066250-50,21022057,72,8804012-12,528,1730.52
1165139,25/5/2021,May-21,3403434,9066250-50,21022057,73,9226071-71,580,816.52
1165140,25/5/2021,May-21,3403434,9066250-50,21022057,74,929120-20,1,422.36
1165141,25/5/2021,May-21,3403434,9066250-50,21022057,75,9246351-51,3025,4179.34
1165142,25/5/2021,May-21,3403434,9066250-50,21022057,76,875710-10,1425,1180.47
1165143,25/5/2021,May-21,3403434,9066250-50,21022057,77,875577-77,725,449.28
1165144,25/5/2021,May-21,3403434,9066250-50,21022057,78,9126451-51,525,725.34
1165145,25/5/2021,May-21,3403434,9066250-50,21022057,79,9126451-51,875,1208.9
1165146,25/5/2021,May-21,3403434,9066250-50,21022057,80,9126461-61,425,924.16
